GR,RHOB,ILD,SP,NPHI
-999.0,-999.0,-999.0,-38.8125,-999.0
-999.0,-999.0,-999.0,-38.5625,-999.0
-999.0,-999.0,-999.0,-37.625,-999.0
-999.0,-999.0,-999.0,-37.75,-999.0
-999.0,-999.0,-999.0,-37.84379959,-999.0
-999.0,-999.0,-999.0,-37.78129959,-999.0
-999.0,-999.0,-999.0,-37.5625,-999.0
-999.0,-999.0,-999.0,-37.5625,-999.0
-999.0,-999.0,-999.0,-37.125,-999.0
-999.0,-999.0,-999.0,-36.65629959,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-35.65629959,-999.0
-999.0,-999.0,-999.0,-35.25,-999.0
-999.0,-999.0,-999.0,-35.0,-999.0
-999.0,-999.0,-999.0,-35.28129959,-999.0
-999.0,-999.0,-999.0,-35.375,-999.0
-999.0,-999.0,-999.0,-35.625,-999.0
-999.0,-999.0,-999.0,-35.90629959,-999.0
-999.0,-999.0,-999.0,-35.9375,-999.0
-999.0,-999.0,-999.0,-35.875,-999.0
-999.0,-999.0,-999.0,-36.125,-999.0
-999.0,-999.0,-999.0,-36.59379959,-999.0
-999.0,-999.0,-999.0,-36.15629959,-999.0
-999.0,-999.0,-999.0,-35.875,-999.0
-999.0,-999.0,-999.0,-36.0,-999.0
-999.0,-999.0,-999.0,-36.1875,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-36.0625,-999.0
-999.0,-999.0,-999.0,-36.1875,-999.0
-999.0,-999.0,-999.0,-36.15629959,-999.0
-999.0,-999.0,-999.0,-36.125,-999.0
-999.0,-999.0,-999.0,-35.9375,-999.0
-999.0,-999.0,-999.0,-35.71879959,-999.0
-999.0,-999.0,-999.0,-35.59379959,-999.0
-999.0,-999.0,-999.0,-35.6875,-999.0
-999.0,-999.0,-999.0,-35.84379959,-999.0
-999.0,-999.0,-999.0,-35.9375,-999.0
-999.0,-999.0,-999.0,-35.90629959,-999.0
-999.0,-999.0,-999.0,-36.3125,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-36.21879959,-999.0
-999.0,-999.0,-999.0,-36.6875,-999.0
-999.0,-999.0,-999.0,-37.09379959,-999.0
-999.0,-999.0,-999.0,-36.625,-999.0
-999.0,-999.0,-999.0,-36.1875,-999.0
-999.0,-999.0,-999.0,-36.28129959,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-36.15629959,-999.0
-999.0,-999.0,-999.0,-36.15629959,-999.0
-999.0,-999.0,-999.0,-36.09379959,-999.0
-999.0,-999.0,-999.0,-36.125,-999.0
-999.0,-999.0,-999.0,-35.625,-999.0
-999.0,-999.0,-999.0,-35.53129959,-999.0
-999.0,-999.0,-999.0,-35.0625,-999.0
-999.0,-999.0,-999.0,-35.1875,-999.0
-999.0,-999.0,-999.0,-35.0625,-999.0
-999.0,-999.0,-999.0,-35.34379959,-999.0
-999.0,-999.0,-999.0,-35.6875,-999.0
-999.0,-999.0,-999.0,-35.71879959,-999.0
-999.0,-999.0,-999.0,-36.1875,-999.0
-999.0,-999.0,-999.0,-36.53129959,-999.0
-999.0,-999.0,-999.0,-36.75,-999.0
-999.0,-999.0,-999.0,-37.1875,-999.0
-999.0,-999.0,-999.0,-36.96879959,-999.0
-999.0,-999.0,-999.0,-36.40629959,-999.0
-999.0,-999.0,-999.0,-36.21879959,-999.0
-999.0,-999.0,-999.0,-36.46879959,-999.0
-999.0,-999.0,-999.0,-36.65629959,-999.0
-999.0,-999.0,-999.0,-36.5,-999.0
-999.0,-999.0,-999.0,-36.625,-999.0
-999.0,-999.0,-999.0,-36.4375,-999.0
-999.0,-999.0,-999.0,-36.5,-999.0
-999.0,-999.0,-999.0,-36.3125,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-36.125,-999.0
-999.0,-999.0,-999.0,-35.84379959,-999.0
-999.0,-999.0,-999.0,-36.15629959,-999.0
-999.0,-999.0,-999.0,-36.0625,-999.0
-999.0,-999.0,-999.0,-36.53129959,-999.0
-999.0,-999.0,-999.0,-36.75,-999.0
-999.0,-999.0,-999.0,-37.0625,-999.0
-999.0,-999.0,-999.0,-37.21879959,-999.0
-999.0,-999.0,-999.0,-37.4375,-999.0
-999.0,-999.0,-999.0,-38.09379959,-999.0
-999.0,-999.0,-999.0,-38.09379959,-999.0
-999.0,-999.0,-999.0,-37.71879959,-999.0
-999.0,-999.0,-999.0,-37.71879959,-999.0
-999.0,-999.0,-999.0,-38.09379959,-999.0
-999.0,-999.0,-999.0,-38.40629959,-999.0
-999.0,-999.0,-999.0,-38.59379959,-999.0
-999.0,-999.0,-999.0,-38.6875,-999.0
-999.0,-999.0,-999.0,-38.96879959,-999.0
-999.0,-999.0,-999.0,-39.21879959,-999.0
-999.0,-999.0,-999.0,-39.25,-999.0
-999.0,-999.0,-999.0,-39.40629959,-999.0
-999.0,-999.0,-999.0,-39.8125,-999.0
-999.0,-999.0,-999.0,-40.3125,-999.0
-999.0,-999.0,-999.0,-41.25,-999.0
-999.0,-999.0,-999.0,-42.3125,-999.0
-999.0,-999.0,-999.0,-43.34379959,-999.0
-999.0,-999.0,-999.0,-43.96879959,-999.0
-999.0,-999.0,-999.0,-44.3125,-999.0
-999.0,-999.0,-999.0,-45.0625,-999.0
-999.0,-999.0,-999.0,-45.75,-999.0
-999.0,-999.0,-999.0,-46.75,-999.0
-999.0,-999.0,-999.0,-46.6875,-999.0
-999.0,-999.0,-999.0,-46.84379959,-999.0
-999.0,-999.0,-999.0,-47.15629959,-999.0
-999.0,-999.0,-999.0,-47.40629959,-999.0
-999.0,-999.0,-999.0,-47.75,-999.0
-999.0,-999.0,-999.0,-48.5625,-999.0
-999.0,-999.0,-999.0,-49.34379959,-999.0
-999.0,-999.0,-999.0,-49.90629959,-999.0
-999.0,-999.0,-999.0,-49.9375,-999.0
-999.0,-999.0,-999.0,-49.625,-999.0
-999.0,-999.0,-999.0,-49.21879959,-999.0
-999.0,-999.0,-999.0,-48.59379959,-999.0
-999.0,-999.0,-999.0,-48.5,-999.0
-999.0,-999.0,-999.0,-48.625,-999.0
-999.0,-999.0,-999.0,-49.03129959,-999.0
-999.0,-999.0,-999.0,-49.21879959,-999.0
-999.0,-999.0,-999.0,-49.4375,-999.0
-999.0,-999.0,-999.0,-49.21879959,-999.0
-999.0,-999.0,-999.0,-48.96879959,-999.0
-999.0,-999.0,-999.0,-48.59379959,-999.0
-999.0,-999.0,-999.0,-48.5,-999.0
-999.0,-999.0,-999.0,-47.46879959,-999.0
-999.0,-999.0,-999.0,-46.3125,-999.0
-999.0,-999.0,-999.0,-45.5,-999.0
-999.0,-999.0,-999.0,-45.0,-999.0
-999.0,-999.0,-999.0,-44.03129959,-999.0
-999.0,-999.0,-999.0,-43.28129959,-999.0
-999.0,-999.0,-999.0,-42.53129959,-999.0
-999.0,-999.0,-999.0,-41.9375,-999.0
-999.0,-999.0,-999.0,-40.96879959,-999.0
-999.0,-999.0,-999.0,-39.75,-999.0
-999.0,-999.0,-999.0,-38.53129959,-999.0
-999.0,-999.0,-999.0,-37.40629959,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-35.1875,-999.0
-999.0,-999.0,-999.0,-34.3125,-999.0
-999.0,-999.0,-999.0,-33.4375,-999.0
-999.0,-999.0,-999.0,-32.46879959,-999.0
-999.0,-999.0,-999.0,-31.7343998,-999.0
-999.0,-999.0,-999.0,-31.3125,-999.0
-999.0,-999.0,-999.0,-31.2031002,-999.0
-999.0,-999.0,-999.0,-30.4531002,-999.0
-999.0,-999.0,-999.0,-29.46879959,-999.0
-999.0,-999.0,-999.0,-28.96879959,-999.0
-999.0,-999.0,-999.0,-28.46879959,-999.0
-999.0,-999.0,-999.0,-28.0,-999.0
-999.0,-999.0,-999.0,-27.9375,-999.0
-999.0,-999.0,-999.0,-27.25,-999.0
-999.0,-999.0,-999.0,-26.9375,-999.0
-999.0,-999.0,-999.0,-26.875,-999.0
-999.0,-999.0,-999.0,-26.3125,-999.0
-999.0,-999.0,-999.0,-25.75,-999.0
-999.0,-999.0,-999.0,-25.375,-999.0
-999.0,-999.0,-999.0,-25.375,-999.0
-999.0,-999.0,-999.0,-25.1875,-999.0
-999.0,-999.0,-999.0,-25.34379959,-999.0
-999.0,-999.0,-999.0,-25.3906002,-999.0
-999.0,-999.0,-999.0,-25.5156002,-999.0
-999.0,-999.0,-999.0,-25.5156002,-999.0
-999.0,-999.0,-999.0,-25.4843998,-999.0
-999.0,-999.0,-999.0,-25.6406002,-999.0
-999.0,-999.0,-999.0,-25.9843998,-999.0
-999.0,-999.0,-999.0,-25.7656002,-999.0
-999.0,-999.0,-999.0,-25.3906002,-999.0
-999.0,-999.0,-999.0,-25.1875,-999.0
-999.0,-999.0,-999.0,-25.15629959,-999.0
-999.0,-999.0,-999.0,-25.25,-999.0
-999.0,-999.0,-999.0,-25.5,-999.0
-999.0,-999.0,-999.0,-25.3125,-999.0
-999.0,-999.0,-999.0,-25.1718998,-999.0
-999.0,-999.0,-999.0,-25.2343998,-999.0
-999.0,-999.0,-999.0,-24.9531002,-999.0
-999.0,-999.0,-999.0,-24.4843998,-999.0
-999.0,-999.0,-999.0,-24.3125,-999.0
-999.0,-999.0,-999.0,-24.15629959,-999.0
-999.0,-999.0,-999.0,-24.25,-999.0
-999.0,-999.0,-999.0,-24.15629959,-999.0
-999.0,-999.0,-999.0,-24.5156002,-999.0
-999.0,-999.0,-999.0,-24.625,-999.0
-999.0,-999.0,-999.0,-24.5781002,-999.0
-999.0,-999.0,-999.0,-24.5,-999.0
-999.0,-999.0,-999.0,-24.625,-999.0
-999.0,-999.0,-999.0,-25.0781002,-999.0
-999.0,-999.0,-999.0,-24.3281002,-999.0
-999.0,-999.0,-999.0,-24.0625,-999.0
-999.0,-999.0,-999.0,-24.125,-999.0
-999.0,-999.0,-999.0,-24.375,-999.0
-999.0,-999.0,-999.0,-24.4843998,-999.0
-999.0,-999.0,-999.0,-24.4218998,-999.0
-999.0,-999.0,-999.0,-24.2968998,-999.0
-999.0,-999.0,-999.0,-24.2343998,-999.0
-999.0,-999.0,-999.0,-24.0625,-999.0
-999.0,-999.0,-999.0,-23.59379959,-999.0
-999.0,-999.0,-999.0,-23.1718998,-999.0
-999.0,-999.0,-999.0,-23.4531002,-999.0
-999.0,-999.0,-999.0,-23.4375,-999.0
-999.0,-999.0,-999.0,-23.65629959,-999.0
-999.0,-999.0,-999.0,-23.8281002,-999.0
-999.0,-999.0,-999.0,-24.0625,-999.0
-999.0,-999.0,-999.0,-24.28129959,-999.0
-999.0,-999.0,-999.0,-24.3281002,-999.0
-999.0,-999.0,-999.0,-24.3125,-999.0
-999.0,-999.0,-999.0,-24.8125,-999.0
-999.0,-999.0,-999.0,-25.3593998,-999.0
-999.0,-999.0,-999.0,-24.84379959,-999.0
-999.0,-999.0,-999.0,-24.7031002,-999.0
-999.0,-999.0,-999.0,-24.9375,-999.0
-999.0,-999.0,-999.0,-24.8281002,-999.0
-999.0,-999.0,-999.0,-24.8125,-999.0
-999.0,-999.0,-999.0,-24.9218998,-999.0
-999.0,-999.0,-999.0,-24.5625,-999.0
-999.0,-999.0,-999.0,-24.7656002,-999.0
-999.0,-999.0,-999.0,-24.78129959,-999.0
-999.0,-999.0,-999.0,-24.6875,-999.0
-999.0,-999.0,-999.0,-24.4843998,-999.0
-999.0,-999.0,-999.0,-24.40629959,-999.0
-999.0,-999.0,-999.0,-24.6406002,-999.0
-999.0,-999.0,-999.0,-24.9531002,-999.0
-999.0,-999.0,-999.0,-25.21879959,-999.0
-999.0,-999.0,-999.0,-25.4843998,-999.0
-999.0,-999.0,-999.0,-25.84379959,-999.0
-999.0,-999.0,-999.0,-26.0,-999.0
-999.0,-999.0,-999.0,-26.15629959,-999.0
-999.0,-999.0,-999.0,-26.5,-999.0
-999.0,-999.0,-999.0,-26.7656002,-999.0
-999.0,-999.0,-999.0,-26.1406002,-999.0
-999.0,-999.0,-999.0,-26.25,-999.0
-999.0,-999.0,-999.0,-26.3593998,-999.0
-999.0,-999.0,-999.0,-26.2968998,-999.0
-999.0,-999.0,-999.0,-26.5,-999.0
-999.0,-999.0,-999.0,-26.5781002,-999.0
-999.0,-999.0,-999.0,-26.6406002,-999.0
-999.0,-999.0,-999.0,-26.65629959,-999.0
-999.0,-999.0,-999.0,-26.71879959,-999.0
-999.0,-999.0,-999.0,-26.625,-999.0
-999.0,-999.0,-999.0,-26.5781002,-999.0
-999.0,-999.0,-999.0,-26.375,-999.0
-999.0,-999.0,-999.0,-26.7031002,-999.0
-999.0,-999.0,-999.0,-27.25,-999.0
-999.0,-999.0,-999.0,-27.53129959,-999.0
-999.0,-999.0,-999.0,-27.7968998,-999.0
-999.0,-999.0,-999.0,-28.34379959,-999.0
-999.0,-999.0,-999.0,-28.6718998,-999.0
-999.0,-999.0,-999.0,-29.2031002,-999.0
-999.0,-999.0,-999.0,-30.1093998,-999.0
-999.0,-999.0,-999.0,-30.25,-999.0
-999.0,-999.0,-999.0,-30.15629959,-999.0
-999.0,-999.0,-999.0,-30.7031002,-999.0
-999.0,-999.0,-999.0,-31.62499809,-999.0
-999.0,-999.0,-999.0,-32.25,-999.0
-999.0,-999.0,-999.0,-32.65629959,-999.0
-999.0,-999.0,-999.0,-33.5,-999.0
-999.0,-999.0,-999.0,-34.03129959,-999.0
-999.0,-999.0,-999.0,-34.84379959,-999.0
-999.0,-999.0,-999.0,-35.59379959,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-36.875,-999.0
-999.0,-999.0,-999.0,-38.03129959,-999.0
-999.0,-999.0,-999.0,-38.96879959,-999.0
-999.0,-999.0,-999.0,-39.40629959,-999.0
-999.0,-999.0,-999.0,-39.875,-999.0
-999.0,-999.0,-999.0,-40.1875,-999.0
-999.0,-999.0,-999.0,-40.3125,-999.0
-999.0,-999.0,-999.0,-40.28129959,-999.0
-999.0,-999.0,-999.0,-40.25,-999.0
-999.0,-999.0,-999.0,-40.65629959,-999.0
-999.0,-999.0,-999.0,-40.15629959,-999.0
-999.0,-999.0,-999.0,-39.53129959,-999.0
-999.0,-999.0,-999.0,-39.09379959,-999.0
-999.0,-999.0,-999.0,-38.375,-999.0
-999.0,-999.0,-999.0,-37.46879959,-999.0
-999.0,-999.0,-999.0,-36.40629959,-999.0
-999.0,-999.0,-999.0,-35.375,-999.0
-999.0,-999.0,-999.0,-34.5625,-999.0
-999.0,-999.0,-999.0,-33.625,-999.0
-999.0,-999.0,-999.0,-32.34379959,-999.0
-999.0,-999.0,-999.0,-31.2969017,-999.0
-999.0,-999.0,-999.0,-30.6406002,-999.0
-999.0,-999.0,-999.0,-30.2656002,-999.0
-999.0,-999.0,-999.0,-30.375,-999.0
-999.0,-999.0,-999.0,-30.40629959,-999.0
-999.0,-999.0,-999.0,-30.46879959,-999.0
-999.0,-999.0,-999.0,-30.3906002,-999.0
-999.0,-999.0,-999.0,-30.5468998,-999.0
-999.0,-999.0,-999.0,-30.71879959,-999.0
-999.0,-999.0,-999.0,-31.0781002,-999.0
-999.0,-999.0,-999.0,-31.62499809,-999.0
-999.0,-999.0,-999.0,-31.3593998,-999.0
-999.0,-999.0,-999.0,-31.37499809,-999.0
-999.0,-999.0,-999.0,-31.4530983,-999.0
-999.0,-999.0,-999.0,-31.8594017,-999.0
-999.0,-999.0,-999.0,-32.03129959,-999.0
-999.0,-999.0,-999.0,-32.15629959,-999.0
-999.0,-999.0,-999.0,-32.21879959,-999.0
-999.0,-999.0,-999.0,-31.93749809,-999.0
-999.0,-999.0,-999.0,-31.9219017,-999.0
-999.0,-999.0,-999.0,-31.75000191,-999.0
-999.0,-999.0,-999.0,-31.37499809,-999.0
-999.0,-999.0,-999.0,-31.4218998,-999.0
-999.0,-999.0,-999.0,-31.8125,-999.0
-999.0,-999.0,-999.0,-32.28129959,-999.0
-999.0,-999.0,-999.0,-32.96879959,-999.0
-999.0,-999.0,-999.0,-33.75,-999.0
-999.0,-999.0,-999.0,-34.34379959,-999.0
-999.0,-999.0,-999.0,-34.90629959,-999.0
-999.0,-999.0,-999.0,-35.5625,-999.0
-999.0,-999.0,-999.0,-36.34379959,-999.0
-999.0,-999.0,-999.0,-37.03129959,-999.0
-999.0,-999.0,-999.0,-36.65629959,-999.0
-999.0,-999.0,-999.0,-36.8125,-999.0
-999.0,-999.0,-999.0,-36.84379959,-999.0
-999.0,-999.0,-999.0,-36.8125,-999.0
-999.0,-999.0,-999.0,-36.25,-999.0
-999.0,-999.0,-999.0,-35.53129959,-999.0
-999.0,-999.0,-999.0,-34.3125,-999.0
-999.0,-999.0,-999.0,-33.46879959,-999.0
-999.0,-999.0,-999.0,-31.9531002,-999.0
-999.0,-999.0,-999.0,-30.7656002,-999.0
-999.0,-999.0,-999.0,-29.6406002,-999.0
-999.0,-999.0,-999.0,-29.0,-999.0
-999.0,-999.0,-999.0,-28.59379959,-999.0
-999.0,-999.0,-999.0,-28.7031002,-999.0
-999.0,-999.0,-999.0,-28.7968998,-999.0
-999.0,-999.0,-999.0,-28.6406002,-999.0
-999.0,-999.0,-999.0,-28.6875,-999.0
-999.0,-999.0,-999.0,-28.6875,-999.0
-999.0,-999.0,-999.0,-28.7968998,-999.0
-999.0,-999.0,-999.0,-29.3906002,-999.0
-999.0,-999.0,-999.0,-29.1875,-999.0
-999.0,-999.0,-999.0,-28.7031002,-999.0
-999.0,-999.0,-999.0,-28.4531002,-999.0
-999.0,-999.0,-999.0,-28.53129959,-999.0
-999.0,-999.0,-999.0,-28.5625,-999.0
-999.0,-999.0,-999.0,-28.5781002,-999.0
-999.0,-999.0,-999.0,-28.5781002,-999.0
-999.0,-999.0,-999.0,-28.40629959,-999.0
-999.0,-999.0,-999.0,-28.25,-999.0
-999.0,-999.0,-999.0,-27.96879959,-999.0
-999.0,-999.0,-999.0,-27.7656002,-999.0
-999.0,-999.0,-999.0,-27.6718998,-999.0
-999.0,-999.0,-999.0,-27.5625,-999.0
-999.0,-999.0,-999.0,-27.8125,-999.0
-999.0,-999.0,-999.0,-28.15629959,-999.0
-999.0,-999.0,-999.0,-28.4375,-999.0
-999.0,-999.0,-999.0,-28.8125,-999.0
-999.0,-999.0,-999.0,-28.75,-999.0
-999.0,-999.0,-999.0,-28.96879959,-999.0
-999.0,-999.0,-999.0,-29.4375,-999.0
-999.0,-999.0,-999.0,-29.5156002,-999.0
-999.0,-999.0,-999.0,-29.1406002,-999.0
-999.0,-999.0,-999.0,-29.0625,-999.0
-999.0,-999.0,-999.0,-29.21879959,-999.0
-999.0,-999.0,-999.0,-29.1718998,-999.0
-999.0,-999.0,-999.0,-29.1718998,-999.0
-999.0,-999.0,-999.0,-29.1875,-999.0
-999.0,-999.0,-999.0,-29.0,-999.0
-999.0,-999.0,-999.0,-28.9375,-999.0
-999.0,-999.0,-999.0,-28.7031002,-999.0
-999.0,-999.0,-999.0,-28.5156002,-999.0
-999.0,-999.0,-999.0,-28.2968998,-999.0
-999.0,-999.0,-999.0,-28.3593998,-999.0
-999.0,-999.0,-999.0,-28.5,-999.0
-999.0,-999.0,-999.0,-28.65629959,-999.0
-999.0,-999.0,-999.0,-28.9843998,-999.0
-999.0,-999.0,-999.0,-29.0625,-999.0
-999.0,-999.0,-999.0,-29.125,-999.0
-999.0,-999.0,-999.0,-29.375,-999.0
-999.0,-999.0,-999.0,-29.6718998,-999.0
-999.0,-999.0,-999.0,-30.2656002,-999.0
-999.0,-999.0,-999.0,-29.75,-999.0
-999.0,-999.0,-999.0,-29.65629959,-999.0
-999.0,-999.0,-999.0,-29.53129959,-999.0
-999.0,-999.0,-999.0,-29.84379959,-999.0
-999.0,-999.0,-999.0,-30.0468998,-999.0
-999.0,-999.0,-999.0,-29.875,-999.0
-999.0,-999.0,-999.0,-29.8593998,-999.0
-999.0,-999.0,-999.0,-29.8593998,-999.0
-999.0,-999.0,-999.0,-29.6718998,-999.0
-999.0,-999.0,-999.0,-29.5625,-999.0
-999.0,-999.0,-999.0,-29.375,-999.0
-999.0,-999.0,-999.0,-29.3281002,-999.0
-999.0,-999.0,-999.0,-29.25,-999.0
-999.0,-999.0,-999.0,-29.3906002,-999.0
-999.0,-999.0,-999.0,-29.59379959,-999.0
-999.0,-999.0,-999.0,-29.7656002,-999.0
-999.0,-999.0,-999.0,-29.96879959,-999.0
-999.0,-999.0,-999.0,-29.9218998,-999.0
-999.0,-999.0,-999.0,-30.0781002,-999.0
-999.0,-999.0,-999.0,-30.5625,-999.0
-999.0,-999.0,-999.0,-30.25,-999.0
-999.0,-999.0,-999.0,-30.0468998,-999.0
-999.0,-999.0,-999.0,-30.09379959,-999.0
-999.0,-999.0,-999.0,-30.2031002,-999.0
-999.0,-999.0,-999.0,-30.1875,-999.0
-999.0,-999.0,-999.0,-30.0781002,-999.0
-999.0,-999.0,-999.0,-29.9531002,-999.0
-999.0,-999.0,-999.0,-29.9375,-999.0
-999.0,-999.0,-999.0,-29.90629959,-999.0
-999.0,-999.0,-999.0,-29.78129959,-999.0
-999.0,-999.0,-999.0,-29.7031002,-999.0
-999.0,-999.0,-999.0,-29.65629959,-999.0
-999.0,-999.0,-999.0,-29.5156002,-999.0
-999.0,-999.0,-999.0,-29.59379959,-999.0
-999.0,-999.0,-999.0,-29.5781002,-999.0
-999.0,-999.0,-999.0,-30.0625,-999.0
-999.0,-999.0,-999.0,-30.25,-999.0
-999.0,-999.0,-999.0,-30.4531002,-999.0
-999.0,-999.0,-999.0,-30.6875,-999.0
-999.0,-999.0,-999.0,-31.0781002,-999.0
-999.0,-999.0,-999.0,-31.0156002,-999.0
-999.0,-999.0,-999.0,-30.4843998,-999.0
-999.0,-999.0,-999.0,-30.5156002,-999.0
-999.0,-999.0,-999.0,-30.90629959,-999.0
-999.0,-999.0,-999.0,-30.7968998,-999.0
-999.0,-999.0,-999.0,-30.7968998,-999.0
-999.0,-999.0,-999.0,-30.78129959,-999.0
-999.0,-999.0,-999.0,-30.7656002,-999.0
-999.0,-999.0,-999.0,-30.84379959,-999.0
-999.0,-999.0,-999.0,-30.46879959,-999.0
-999.0,-999.0,-999.0,-29.8906002,-999.0
-999.0,-999.0,-999.0,-29.8125,-999.0
-999.0,-999.0,-999.0,-29.59379959,-999.0
-999.0,-999.0,-999.0,-29.8906002,-999.0
-999.0,-999.0,-999.0,-30.0,-999.0
-999.0,-999.0,-999.0,-30.2343998,-999.0
-999.0,-999.0,-999.0,-30.375,-999.0
-999.0,-999.0,-999.0,-30.53129959,-999.0
-999.0,-999.0,-999.0,-30.875,-999.0
-999.0,-999.0,-999.0,-31.09379959,-999.0
-999.0,-999.0,-999.0,-31.4688015,-999.0
-999.0,-999.0,-999.0,-30.96879959,-999.0
-999.0,-999.0,-999.0,-30.8281002,-999.0
-999.0,-999.0,-999.0,-30.6875,-999.0
-999.0,-999.0,-999.0,-30.8281002,-999.0
-999.0,-999.0,-999.0,-30.75,-999.0
-999.0,-999.0,-999.0,-30.4531002,-999.0
-999.0,-999.0,-999.0,-30.4375,-999.0
-999.0,-999.0,-999.0,-30.53129959,-999.0
-999.0,-999.0,-999.0,-30.2343998,-999.0
-999.0,-999.0,-999.0,-30.09379959,-999.0
-999.0,-999.0,-999.0,-29.90629959,-999.0
-999.0,-999.0,-999.0,-29.9218998,-999.0
-999.0,-999.0,-999.0,-29.8906002,-999.0
-999.0,-999.0,-999.0,-30.125,-999.0
-999.0,-999.0,-999.0,-30.1718998,-999.0
-999.0,-999.0,-999.0,-30.34379959,-999.0
-999.0,-999.0,-999.0,-30.5781002,-999.0
-999.0,-999.0,-999.0,-30.5,-999.0
-999.0,-999.0,-999.0,-30.78129959,-999.0
-999.0,-999.0,-999.0,-31.3281002,-999.0
-999.0,-999.0,-999.0,-30.875,-999.0
-999.0,-999.0,-999.0,-30.5781002,-999.0
-999.0,-999.0,-999.0,-30.8125,-999.0
-999.0,-999.0,-999.0,-30.9218998,-999.0
-999.0,-999.0,-999.0,-30.7656002,-999.0
-999.0,-999.0,-999.0,-30.5625,-999.0
-999.0,-999.0,-999.0,-30.28129959,-999.0
-999.0,-999.0,-999.0,-30.2031002,-999.0
-999.0,-999.0,-999.0,-29.8906002,-999.0
-999.0,-999.0,-999.0,-29.5625,-999.0
-999.0,-999.0,-999.0,-29.25,-999.0
-999.0,-999.0,-999.0,-29.1718998,-999.0
-999.0,-999.0,-999.0,-29.3125,-999.0
-999.0,-999.0,-999.0,-29.1718998,-999.0
-999.0,-999.0,-999.0,-29.3593998,-999.0
-999.0,-999.0,-999.0,-29.65629959,-999.0
-999.0,-999.0,-999.0,-29.7968998,-999.0
-999.0,-999.0,-999.0,-29.8125,-999.0
-999.0,-999.0,-999.0,-29.9843998,-999.0
-999.0,-999.0,-999.0,-30.40629959,-999.0
-999.0,-999.0,-999.0,-30.2968998,-999.0
-999.0,-999.0,-999.0,-29.7343998,-999.0
-999.0,-999.0,-999.0,-29.8281002,-999.0
-999.0,-999.0,-999.0,-29.8125,-999.0
-999.0,-999.0,-999.0,-29.9843998,-999.0
-999.0,-999.0,-999.0,-30.125,-999.0
-999.0,-999.0,-999.0,-30.0156002,-999.0
-999.0,-999.0,-999.0,-30.2343998,-999.0
-999.0,-999.0,-999.0,-30.34379959,-999.0
-999.0,-999.0,-999.0,-30.1875,-999.0
-999.0,-999.0,-999.0,-30.0156002,-999.0
-999.0,-999.0,-999.0,-30.03129959,-999.0
-999.0,-999.0,-999.0,-29.8281002,-999.0
-999.0,-999.0,-999.0,-30.09379959,-999.0
-999.0,-999.0,-999.0,-30.4843998,-999.0
-999.0,-999.0,-999.0,-30.84379959,-999.0
-999.0,-999.0,-999.0,-31.0156002,-999.0
-999.0,-999.0,-999.0,-31.2343998,-999.0
-999.0,-999.0,-999.0,-31.3281002,-999.0
-999.0,-999.0,-999.0,-31.5,-999.0
-999.0,-999.0,-999.0,-31.7031002,-999.0
-999.0,-999.0,-999.0,-31.21879959,-999.0
-999.0,-999.0,-999.0,-31.1406002,-999.0
-999.0,-999.0,-999.0,-31.2343998,-999.0
-999.0,-999.0,-999.0,-31.26560211,-999.0
-999.0,-999.0,-999.0,-31.0781002,-999.0
-999.0,-999.0,-999.0,-30.96879959,-999.0
-999.0,-999.0,-999.0,-30.9375,-999.0
-999.0,-999.0,-999.0,-31.1875,-999.0
-999.0,-999.0,-999.0,-31.0,-999.0
-999.0,-999.0,-999.0,-30.71879959,-999.0
-999.0,-999.0,-999.0,-30.6093998,-999.0
-999.0,-999.0,-999.0,-30.6093998,-999.0
-999.0,-999.0,-999.0,-30.8281002,-999.0
-999.0,-999.0,-999.0,-31.0468998,-999.0
-999.0,-999.0,-999.0,-31.25,-999.0
-999.0,-999.0,-999.0,-31.82810211,-999.0
-999.0,-999.0,-999.0,-32.21879959,-999.0
-999.0,-999.0,-999.0,-32.375,-999.0
-999.0,-999.0,-999.0,-32.84379959,-999.0
-999.0,-999.0,-999.0,-33.5625,-999.0
-999.0,-999.0,-999.0,-33.1875,-999.0
-999.0,-999.0,-999.0,-33.0625,-999.0
-999.0,-999.0,-999.0,-33.15629959,-999.0
-999.0,-999.0,-999.0,-33.34379959,-999.0
-999.0,-999.0,-999.0,-33.15629959,-999.0
-999.0,-999.0,-999.0,-32.75,-999.0
-999.0,-999.0,-999.0,-32.40629959,-999.0
-999.0,-999.0,-999.0,-32.4375,-999.0
-999.0,-999.0,-999.0,-32.21879959,-999.0
-999.0,-999.0,-999.0,-31.82810211,-999.0
-999.0,-999.0,-999.0,-31.6094017,-999.0
-999.0,-999.0,-999.0,-31.51560211,-999.0
-999.0,-999.0,-999.0,-31.5,-999.0
