GR,RHOB,ILD,SP,NPHI
96.207000732,2.2836999893,-999.0,-52.1875,30.801399231
99.843803406,2.3029999733,-999.0,-52.75,32.481399536
108.83589935,2.3129999638,-999.0,-53.375,32.940700531
114.78130341,2.3334999084,-999.0,-54.40629959,34.153701782
110.76560211,2.3134000301,-999.0,-55.21879959,33.041400909
103.85160065,2.2690999508,-999.0,-56.25,30.383300781
110.75150299,2.2518999577,-999.0,-57.0,28.872699738
110.64060211,2.2474999428,-999.0,-57.15629959,29.544099808
103.25,2.2242000103,-999.0,-57.8125,31.677999496
90.078102112,2.2088999748,-999.0,-58.375,31.170700073
93.449203491,2.2051000595,-999.0,-58.875,29.895799637
96.582000732,2.2067000866,-999.0,-59.28129959,30.505399704
99.914100647,2.1907999516,-999.0,-59.5625,33.918800354
93.609397888,2.1638998985,-999.0,-59.625,33.210800171
85.929702759,2.1559998989,-999.0,-59.9375,33.422901154
80.492202759,2.1452999115,-999.0,-59.34379959,30.287200928
85.285202026,2.1768000126,-999.0,-58.25,30.866199493
84.104499817,2.2186000347,-999.0,-57.6875,31.280500412
83.109397888,2.2911999226,-999.0,-57.28129959,36.120601654
74.664100647,2.2960000038,-999.0,-56.875,37.600700378
79.140602112,2.2592000961,-999.0,-56.5,35.589599609
90.414100647,2.238699913,-999.0,-55.875,31.265300751
96.507797241,2.2564001083,-999.0,-55.5,29.974700928
94.238296509,2.2788000107,-999.0,-54.84379959,29.75620079
91.117202759,2.258699894,-999.0,-54.40629959,30.552700043
88.246101379,2.2149999142,-999.0,-53.625,29.970600128
90.617202759,2.2212998867,-999.0,-52.90629959,29.595600128
92.992202759,2.2492001057,-999.0,-52.1875,29.876699448
95.351600647,2.2971000671,-999.0,-51.4375,31.677200317
96.898399353,2.3087000847,-999.0,-50.59379959,33.114601135
95.320297241,2.3127999306,-999.0,-49.3125,31.586099625
93.054702759,2.326499939,-999.0,-48.6875,31.387300491
95.148399353,2.3396000862,-999.0,-48.34379959,33.071899414
90.878196716,2.3289999962,-999.0,-48.375,35.813899994
90.972702026,2.2869999409,-999.0,-48.125,36.755401611
90.0625,2.2832999229,-999.0,-47.125,38.319400787
97.9375,2.2894001007,-999.0,-46.1875,37.861598969
105.80860138,2.3029000759,-999.0,-45.3125,36.62720108
103.07029724,2.3106000423,-999.0,-43.90629959,35.016601563
97.9375,2.3150000572,-999.0,-42.15629959,35.363800049
92.879402161,2.3378999233,-999.0,-39.90629959,37.91809845
92.996101379,2.3396000862,-999.0,-38.15629959,39.082298279
90.445297241,2.3296999931,-999.0,-36.875,39.813201904
93.492202759,2.3118999004,-999.0,-35.875,38.577701569
95.75,2.2867000103,-999.0,-35.375,38.709999084
95.601600647,2.2701001167,-999.0,-34.875,38.391101837
89.837898254,2.2931001186,-999.0,-34.90629959,42.711601257
88.333000183,2.2974998951,-999.0,-34.875,42.219501495
89.132797241,2.3262000084,-999.0,-34.75,43.463100433
86.925796509,2.3285000324,-999.0,-34.9375,39.649700165
88.753898621,2.3438000679,-999.0,-34.90629959,39.688098907
86.609397888,2.3448998928,-999.0,-34.9375,39.289901733
96.158203125,2.3125998974,-999.0,-35.3125,38.590198517
97.726600647,2.3164000511,-999.0,-35.46879959,39.147899628
103.86720276,2.314800024,-999.0,-35.09379959,34.973899841
100.94139862,2.3278999329,-999.0,-35.09379959,35.479698181
98.390602112,2.318500042,-999.0,-35.09379959,34.768699646
91.453102112,2.3243000507,-999.0,-35.09379959,36.984298706
96.957000732,2.3266000748,-999.0,-34.75,39.617900848
100.5,2.3455998898,-999.0,-34.71879959,38.410900116
108.01560211,2.3419001102,-999.0,-34.5,39.718601227
100.70310211,2.3447999954,-999.0,-34.375,38.659698486
98.781303406,2.3104000092,-999.0,-34.125,42.050201416
92.246101379,2.304500103,-999.0,-34.03129959,42.451499939
89.664100647,2.2950997353,-999.0,-33.75,43.188499451
96.656303406,2.3008999825,-999.0,-33.96879959,40.042900085
104.84380341,2.304500103,-999.0,-33.9375,40.133701324
108.375,2.2971000671,-999.0,-34.1875,38.018798828
95.707000732,2.3062000275,-999.0,-34.21879959,41.16519928
96.529296875,2.2874000072,-999.0,-34.46879959,39.37379837
97.753898621,2.2960000038,-999.0,-34.46879959,41.83649826
100.28130341,2.258699894,-999.0,-34.8125,39.556900024
88.218803406,2.2132000923,-999.0,-35.09379959,43.908699036
84.230499268,2.2265999317,-999.0,-34.625,42.541500092
86.078102112,2.2272000313,-999.0,-34.71879959,46.858200073
94.556602478,2.2514998913,-999.0,-34.71879959,46.155498505
94.355499268,2.2346999645,-999.0,-34.875,46.594200134
96.142601013,2.2504000664,-999.0,-34.875,43.06029892
96.929702759,2.263999939,-999.0,-34.84379959,39.091499329
101.61720276,2.2781999111,-999.0,-35.09379959,40.246601105
98.593803406,2.3129999638,-999.0,-35.125,38.783298492
94.779296875,2.331799984,-999.0,-34.875,39.294399261
93.525398254,2.3236999512,-999.0,-34.84379959,36.886600494
94.583999634,2.3010001183,-999.0,-34.84379959,35.763500214
95.390602112,2.3080999851,-999.0,-35.375,36.640899658
91.082000732,2.2869000435,-999.0,-35.625,35.516399384
94.195297241,2.2787001133,-999.0,-36.5,38.073001862
91.980499268,2.2527000904,-999.0,-37.46879959,37.600700378
91.181602478,2.2839999199,-999.0,-39.125,39.743000031
91.039100647,2.3169999123,-999.0,-41.375,41.604598999
94.898399353,2.3382999897,-999.0,-43.5,39.776599884
98.359397888,2.3577001095,-999.0,-45.375,36.877399445
95.042999268,2.3692998886,-999.0,-46.53129959,33.35269928
91.6875,2.3747999668,-999.0,-47.84379959,31.359899521
96.5,2.3654000759,-999.0,-49.46879959,29.996500015
101.67579651,2.3735001087,-999.0,-51.25,30.725099564
103.66410065,2.3896000385,-999.0,-53.375,33.219100952
97.482398987,2.3457000256,-999.0,-55.34379959,33.880599976
96.968803406,2.2699000835,-999.0,-57.46879959,33.596801758
103.71880341,2.2043001652,-999.0,-59.3125,31.657400131
117.9375,2.173500061,-999.0,-60.4375,32.446300507
125.8125,2.1621999741,-999.0,-61.625,35.26309967
142.54690552,2.1642999649,-999.0,-62.34379959,37.527500153
140.47789001,2.1758000851,-999.0,-62.9375,38.616901398
138.40887451,2.1775000095,-999.0,-63.56249619,36.33190155
136.33984375,2.1698999405,-999.0,-64.125,36.447101593
134.27082825,2.1679999828,-999.0,-64.3125,35.3606987
132.20181274,2.1698000431,-999.0,-64.625,33.624298096
130.13279724,2.1642000675,-999.0,-64.75,30.737300873
125.41410065,2.1679000854,-999.0,-65.1875,27.868700027
122.11329651,2.1666998863,-999.0,-65.6875,27.432300568
118.73439789,2.1956999302,-999.0,-65.375,29.092399597
104.59380341,2.2130999565,-999.0,-65.5,30.690000534
86.632797241,2.2223000526,-999.0,-65.625,29.745500565
79.953102112,2.2065000534,-999.0,-65.625,28.147899628
88.593803406,2.1837999821,-999.0,-65.5,27.117900848
94.898399353,2.193500042,-999.0,-65.25,27.890800476
90.765602112,2.1993999481,-999.0,-65.25,28.292800903
78.921897888,2.2063000202,-999.0,-65.125,29.109600067
65.046897888,2.1749999523,-999.0,-65.0,29.456300735
53.703098297,2.144299984,-999.0,-64.875,30.013999939
42.046901703,2.1368000507,-999.0,-64.75,31.283599854
35.310501099,2.1408998966,-999.0,-64.8125,30.701400757
33.902301788,2.1530001163,-999.0,-65.0625,30.178800583
32.482398987,2.1798000336,-999.0,-65.125,28.29129982
34.320301056,2.1840000153,-999.0,-65.625,27.175899506
39.527301788,2.198499918,-999.0,-65.875,26.434299469
42.015598297,2.1705999374,-999.0,-66.3125,29.371599197
45.242198944,2.1982998848,-999.0,-66.875,30.445899963
42.460899353,2.23939991,-999.0,-67.875,29.498300552
39.640598297,2.2827999592,-999.0,-67.5625,25.857500076
33.828098297,2.2672998905,-999.0,-67.625,24.943199158
29.097700119,2.2528998852,-999.0,-67.75,24.638399124
26.308599472,2.2139999866,-999.0,-66.9375,25.75
28.582000732,2.1809999943,-999.0,-66.1875,26.480100632
32.093799591,2.1540000439,-999.0,-65.3125,29.110700607
39.297901154,2.1405000687,-999.0,-64.5,29.547100067
40.031299591,2.136300087,-999.0,-63.9375,31.726100922
43.758300781,2.1191000938,-999.0,-62.96879959,33.091701508
44.226600647,2.1177000999,-999.0,-62.15629959,32.482898712
49.667999268,2.1418001652,-999.0,-61.84379959,30.865499496
51.402301788,2.1886999607,-999.0,-61.4375,27.26210022
53.662101746,2.2349998951,-999.0,-61.46879959,27.869400024
55.217300415,2.2600998878,-999.0,-61.84379959,27.435300827
55.119098663,2.2750000954,-999.0,-62.1875,29.245000839
53.570301056,2.2618000507,-999.0,-62.46879959,31.015800476
47.742198944,2.2629001141,-999.0,-63.0,31.411699295
42.229000092,2.2320001125,-999.0,-63.71880341,31.964099884
42.685501099,2.212100029,-999.0,-64.5625,29.032899857
43.859401703,2.1814000607,-999.0,-64.3125,28.231800079
46.8125,2.1735999584,-999.0,-64.4375,26.80050087
42.916000366,2.1638998985,-999.0,-64.75,28.56139946
41.859401703,2.157900095,-999.0,-65.3125,26.411100388
35.25,2.1458001137,-999.0,-65.5625,26.159700394
32.730499268,2.1205000877,-999.0,-65.5,23.901399612
29.425800323,2.0954999924,-999.0,-65.625,27.114900589
30.816400528,2.0882000923,-999.0,-65.375,29.794300079
27.933599472,2.1006999016,-999.0,-64.875,31.999200821
27.166000366,2.1431999207,-999.0,-64.625,30.670200348
26.335899353,2.1703000069,-999.0,-64.625,26.78219986
29.304700851,2.1854999065,-999.0,-65.0,23.727399826
29.757799149,2.1854999065,-999.0,-65.3125,21.667499542
35.468799591,2.1858000755,-999.0,-65.4375,21.17840004
39.566398621,2.1970000267,-999.0,-65.5,20.739700317
42.156299591,2.1879999638,-999.0,-65.6875,24.32859993
38.515598297,2.2070000172,-999.0,-66.125,26.611299515
34.292999268,2.2051999569,-999.0,-66.4375,26.556400299
33.582000732,2.2083001137,-999.0,-67.1875,24.298099518
36.996101379,2.1781001091,-999.0,-66.9375,23.547399521
35.707000732,2.1940999031,-999.0,-66.625,23.992900848
37.527301788,2.223400116,-999.0,-66.625,22.883600235
34.968799591,2.256000042,-999.0,-66.3125,24.219900131
42.912101746,2.263299942,-999.0,-66.25,24.32859993
41.880901337,2.2495000362,-999.0,-66.625,26.568599701
40.824199677,2.2295999527,-999.0,-66.625,24.987800598
38.665000916,2.193100214,-999.0,-66.9375,26.422100067
39.281299591,2.1809999943,-999.0,-66.75,24.694799423
49.015598297,2.1586999893,-999.0,-66.375,24.183700562
57.078098297,2.1775999069,-999.0,-66.0,22.943099976
69.716796875,2.1740999222,-999.0,-65.875,26.724199295
68.210899353,2.1833000183,-999.0,-66.0625,27.365100861
61.656299591,2.1719999313,-999.0,-66.3125,28.150899887
46.867198944,2.1777999401,-999.0,-66.4375,27.279699326
39.6875,2.179899931,-999.0,-66.5625,28.656000137
32.296901703,2.1895000935,-999.0,-66.625,26.483200073
36.523399353,2.1900999546,-999.0,-66.875,25.328100204
41.125,2.2153999805,-999.0,-67.0,24.87789917
49.014598846,2.2358999252,-999.0,-66.0,28.018600464
49.492198944,2.2197999954,-999.0,-65.1875,27.664199829
45.592998505,2.1828000546,-999.0,-65.0,26.837200165
45.617198944,2.1521999836,-999.0,-65.1875,26.121900558
48.093799591,2.1468999386,-999.0,-65.125,26.097099304
54.226600647,2.1624000072,-999.0,-64.8125,27.01720047
58.179698944,2.1747000217,-999.0,-64.4375,27.596700668
65.343803406,2.2074000835,-999.0,-63.96879959,27.960199356
74.787101746,2.2212998867,-999.0,-63.65629959,29.299900055
76.171897888,2.2439000607,-999.0,-63.21880341,31.330900192
75.390602112,2.2348999977,-999.0,-62.9375,32.589698792
68.792999268,2.2550001144,-999.0,-62.1875,33.358798981
67.875,2.2179999352,-999.0,-62.03129959,31.628400803
63.078098297,2.1884999275,-999.0,-61.90629959,29.234300613
67.198699951,2.1528000832,-999.0,-61.6875,28.709699631
67.773399353,2.1710000038,-999.0,-61.6875,28.723100662
73.8125,2.2172000408,-999.0,-61.6875,31.238599777
68.828102112,2.2320001125,-999.0,-61.5625,30.847200394
64.468803406,2.2137000561,-999.0,-62.0,32.227798462
58.421901703,2.1716001034,-999.0,-61.65629959,32.278800964
56.550800323,2.1605000496,-999.0,-61.1875,32.413101196
59.664100647,2.1744000912,-999.0,-61.15629959,32.055698395
61.289100647,2.1974000931,-999.0,-60.90629959,31.115699768
65.332000732,2.2032001019,-999.0,-60.84379959,31.578100204
68.843803406,2.2072999477,-999.0,-60.53129959,31.042499542
74.890602112,2.2188999653,-999.0,-60.53129959,32.47190094
83.007797241,2.2272000313,-999.0,-60.78129959,32.520801544
87.933601379,2.252300024,-999.0,-60.875,32.522598267
84.843803406,2.2657001019,-999.0,-60.9375,30.63809967
73.968803406,2.2664999962,-999.0,-60.9375,31.59180069
63.3125,2.2251000404,-999.0,-60.875,33.569301605
57.109401703,2.1700000763,-999.0,-60.78129959,36.413600922
53.703098297,2.1744000912,-999.0,-60.21879959,37.89440155
50.804698944,2.1965999603,-999.0,-59.21879959,37.997398376
55.308601379,2.2465999126,-999.0,-57.96879959,36.495998383
57.603500366,2.2667000294,-999.0,-57.5,35.417198181
59.0,2.2277998924,-999.0,-58.25,34.191898346
48.031299591,2.1249001026,-999.0,-59.59379959,38.476600647
41.906299591,2.0457999706,-999.0,-59.875,40.319801331
38.265598297,2.0815000534,-999.0,-59.75,39.785800934
35.088100433,2.1410999298,-999.0,-59.34379959,37.237499237
35.046901703,2.1580998898,-999.0,-58.75,32.641601563
42.0625,2.1559998989,-999.0,-57.375,29.650899887
61.9375,2.223400116,-999.0,-55.8125,26.406900406
80.281303406,2.3396999836,-999.0,-54.8125,28.079200745
83.859397888,2.4068000317,-999.0,-55.375,30.052200317
78.359397888,2.3533000946,-999.0,-56.4375,30.828899384
70.273399353,2.343100071,-999.0,-57.34379959,27.871700287
65.925796509,2.3146998882,-999.0,-58.625,27.470399857
62.890598297,2.3210000992,-999.0,-59.875,26.739500046
53.703098297,2.2708001137,-999.0,-61.28129959,27.906799316
44.796901703,2.2437996864,-999.0,-62.71879959,26.947000504
36.031299591,2.2281999588,-999.0,-63.75,24.650600433
32.257801056,2.2133998871,-999.0,-63.90629578,24.345399857
31.269500732,2.1577000618,-999.0,-64.125,23.614500046
29.039100647,2.0655999184,-999.0,-64.375,24.819900513
28.683599472,2.0292000771,-999.0,-65.125,25.598100662
27.310100555,2.0271000862,-999.0,-65.375,31.57349968
27.197299957,2.0952000618,-999.0,-65.5,34.524501801
26.330099106,2.1514999866,-999.0,-65.8125,32.714801788
25.175800323,2.1157999039,-999.0,-66.0,28.701799393
26.541000366,2.0618999004,-999.0,-66.375,30.25510025
26.960899353,2.037899971,-999.0,-66.6875,33.294700623
29.066400528,2.0692999363,-999.0,-67.0625,36.675998688
27.222700119,2.1080000401,-999.0,-66.9375,34.790000916
24.979499817,2.1294000149,-999.0,-66.5625,31.92440033
24.210899353,2.1482999325,-999.0,-65.8125,29.766799927
25.234399796,2.1433000565,-999.0,-65.25,31.036399841
30.599599838,2.1744999886,-999.0,-64.5,34.326198578
31.328100204,2.2000000477,-999.0,-64.3125,32.324199677
27.546899796,2.2288999557,-999.0,-63.90629578,28.498100281
23.852100372,2.1645998955,-999.0,-63.65629959,27.911399841
24.269500732,2.1054000854,-999.0,-63.78129959,31.329299927
27.402299881,2.1024999619,-999.0,-64.25,32.447799683
24.268600464,2.1375000477,-999.0,-64.6875,31.500200272
23.742200851,2.168200016,-999.0,-65.3125,27.8647995
22.867200851,2.1777999401,-999.0,-65.8125,27.20870018
26.253900528,2.1798000336,-999.0,-65.625,27.662700653
28.195299149,2.1856000423,-999.0,-65.8125,28.648399353
26.005899429,2.1895000935,-999.0,-66.25,28.122699738
24.98679924,2.1933000088,-999.0,-66.5625,28.007499695
25.1875,2.1888000965,-999.0,-66.6875,27.26210022
29.468799591,2.1624000072,-999.0,-66.375,27.80150032
33.718799591,2.173500061,-999.0,-66.0,24.829099655
38.742198944,2.160599947,-999.0,-65.4375,23.875699997
42.148399353,2.1756999493,-999.0,-64.6875,23.89220047
44.234401703,2.174200058,-999.0,-63.90629578,26.353500366
41.27930069,2.1895999908,-999.0,-63.03129959,27.697000504
39.984401703,2.1949000359,-999.0,-62.40629959,28.033399582
38.128200531,2.1793000698,-999.0,-62.15629959,24.523899078
38.332000732,2.165899992,-999.0,-61.5625,23.156700134
41.617198944,2.1605000496,-999.0,-61.03129959,23.718299866
46.125,2.1740999222,-999.0,-60.78129959,27.154499054
47.366199493,2.1856000423,-999.0,-60.59379959,29.278600693
48.148399353,2.1893999577,-999.0,-60.6875,28.546100616
45.703098297,2.1865000725,-999.0,-60.625,27.79240036
56.218799591,2.2258999348,-999.0,-60.0625,26.266500473
63.710899353,2.2760999203,-999.0,-60.28129959,28.073099136
70.375,2.3015999794,-999.0,-60.78129959,29.894300461
60.406299591,2.258699894,-999.0,-61.25,30.291700363
48.109401703,2.2162001133,-999.0,-61.0625,29.040500641
39.228500366,2.1953001022,-999.0,-60.09379959,26.697500229
40.898399353,2.1935999393,-999.0,-59.625,26.330600739
44.189498901,2.203799963,-999.0,-59.71879959,28.756700516
45.359401703,2.2302000523,-999.0,-60.0625,30.571399689
40.843799591,2.2195999622,-999.0,-60.4375,30.706800461
32.320301056,2.1763999462,-999.0,-60.8125,28.610799789
29.945299149,2.1504292488,-999.0,-999.0,-999.0
27.570299149,2.1245000362,-999.0,-61.40629959,28.506900787
22.559099197,2.1063001156,-999.0,-62.15639877,28.177700043
24.898399353,2.1570999622,-999.0,-63.3125,26.369699478
27.585899353,2.1895999908,-999.0,-63.56249619,26.452600479
26.855049133,2.1925499439,-999.0,-999.0,-999.0
26.124200821,2.195499897,-999.0,-63.96879959,26.008699417
25.148399353,2.1851000786,-999.0,-64.875,30.517599106
30.777299881,2.1659998894,-999.0,-64.25,34.38420105
31.28219986,2.164949894,-999.0,-999.0,-999.0
31.787099838,2.1638998985,-999.0,-63.96879959,36.636398315
30.123699188,2.1582999229,-999.0,-64.125,38.957500458
24.667999268,2.1486001015,-999.0,-63.96879959,38.934299469
25.81444931,2.1514523029,-999.0,-999.0,-999.0
26.960899353,2.1542999744,-999.0,-63.71880341,35.833698273
28.388399124,2.1559998989,-999.0,-63.625,37.334400177
26.132799149,2.1261999607,-999.0,-63.28129578,32.620201111
22.351600647,2.0978000164,-999.0,-63.125,34.747299194
23.413150787,2.0999999046,-999.0,-999.0,-999.0
24.474700928,2.1022000313,-999.0,-62.78129578,37.927501678
24.328899384,2.1422998905,-999.0,-63.34379959,39.642299652
24.368200302,2.1317000389,-999.0,-63.53130341,41.244499207
24.568851471,2.1106500626,-999.0,-999.0,-999.0
24.769500732,2.0896000862,-999.0,-63.90629578,38.882400513
27.375600815,2.0801000595,-999.0,-63.90620041,41.197399139
30.382799149,2.0794999599,-999.0,-63.8125,39.33259964
32.472648621,2.0689916611,-999.0,-999.0,-999.0
34.5625,2.0585000515,-999.0,-64.1875,38.482700348
40.814098358,2.0573000908,-999.0,-63.56240082,40.511600494
59.707000732,2.1591999531,-999.0,-62.59380341,36.126701355
62.953098297,2.1993999481,-999.0,-62.03129959,32.092300415
66.37525177,2.2029500008,-999.0,-999.0,-999.0
69.797401428,2.2065000534,-999.0,-61.40620041,30.624300003
83.949203491,2.1979000568,-999.0,-59.9375,30.25510025
86.679702759,2.2230000496,-999.0,-59.53129959,27.6291008
84.269546509,2.2300057411,-999.0,-999.0,-999.0
81.859397888,2.2369999886,-999.0,-59.03129959,27.310199738
90.591201782,2.2625000477,-999.0,-59.21889877,26.084100723
71.5,2.301500082,-999.0,-60.03129959,31.098600388
52.703098297,2.2525999546,-999.0,-60.8125,30.865499496
50.037399292,2.2274999619,-999.0,-999.0,-999.0
47.371700287,2.2023999691,-999.0,-61.21879959,29.125499725
53.867198944,2.1877999306,-999.0,-61.34379959,26.90929985
57.175800323,2.1995999813,-999.0,-61.15629959,27.062999725
56.384849548,2.2059998512,-999.0,-999.0,-999.0
55.593898773,2.2123999596,-999.0,-61.34379959,25.669799805
58.195301056,2.1812000275,-999.0,-60.8125,26.306200027
59.585899353,2.1624999046,-999.0,-60.5625,29.595899582
57.667949677,2.1691553593,-999.0,-999.0,-999.0
55.75,2.1758000851,-999.0,-60.5625,31.773399353
58.251098633,2.1763999462,-999.0,-60.37490082,33.119400024
65.612297058,2.1921000481,-999.0,-59.21879959,33.926399231
65.046897888,2.2177000046,-999.0,-58.75,35.418701172
63.484146118,2.1965999603,-999.0,-999.0,-999.0
61.921398163,2.1754999161,-999.0,-58.09360123,34.207000732
57.789100647,2.1414000988,-999.0,-56.78129959,29.116800308
56.878898621,2.1724998951,-999.0,-56.0625,27.825899124
56.419998169,2.1842496395,-999.0,-999.0,-999.0
55.961101532,2.1960000992,-999.0,-55.8125,27.627599716
62.625,2.236700058,-999.0,-55.65629959,30.828899384
66.25,2.2520000935,-999.0,-55.59379959,31.527700424
68.673851013,2.253100872,-999.0,-999.0,-999.0
71.097702026,2.2541999817,-999.0,-55.625,30.97990036
70.125701904,2.2653999329,-999.0,-55.43759918,31.833400726
71.25,2.2400000095,-999.0,-55.3125,31.497200012
76.234397888,2.2328000069,-999.0,-54.4375,29.577600479
78.396697998,2.2407000065,-999.0,-999.0,-999.0
80.558998108,2.2486000061,-999.0,-53.90610123,25.419500351
88.445297241,2.2953999043,-999.0,-52.625,25.244100571
84.037101746,2.3131000996,-999.0,-51.78129959,29.077100754
84.698196411,2.3247499466,-999.0,-999.0,-999.0
85.359298706,2.336400032,-999.0,-50.59370041,31.878700256
92.105499268,2.3592998981,-999.0,-48.9375,32.336399078
88.94380188,2.3570001125,-999.0,-48.03129959,30.902099609
89.024650574,2.3493440151,-999.0,-999.0,-999.0
89.105499268,2.3417000771,-999.0,-46.84379959,30.648799896
86.142799377,2.3401999474,-999.0,-45.74969864,30.099700928
90.656303406,2.3608999252,-999.0,-43.28129959,30.487100601
86.9375,2.3461000919,-999.0,-42.4375,29.223600388
82.156600952,2.3528499603,-999.0,-999.0,-999.0
77.375701904,2.3596000671,-999.0,-42.3125,26.55050087
79.828102112,2.3182001114,-999.0,-42.5,30.450399399
85.3125,2.3111999035,-999.0,-43.6875,33.633399963
84.126998901,2.3225998878,-999.0,-999.0,-999.0
82.941497803,2.3340001106,-999.0,-44.40629959,35.055500031
76.650398254,2.3160998821,-999.0,-47.0625,33.007801056
75.25,2.3046998978,-999.0,-50.34379959,31.155399323
75.300796509,2.3044497967,-999.0,-999.0,-999.0
75.351600647,2.304199934,-999.0,-51.8125,33.065799713
79.148002625,2.285599947,-999.0,-53.00040054,31.585599899
75.640602112,2.2748999596,-999.0,-56.0,30.078100204
71.3125,2.2543001175,-999.0,-57.1875,31.967199326
67.499549866,2.2244000435,-999.0,-999.0,-999.0
63.686599731,2.1944999695,-999.0,-58.18759918,31.410299301
53.851600647,2.1605000496,-999.0,-59.5,29.915599823
49.289100647,2.1721000671,-999.0,-59.96879959,29.27930069
48.833648682,2.1757500172,-999.0,-999.0,-999.0
48.378200531,2.1793999672,-999.0,-60.65629959,28.613300323
48.642700195,2.1675000191,-999.0,-60.93769836,28.613300323
52.289100647,2.1308999062,-999.0,-62.0625,28.433200836
52.390647888,2.1322009563,-999.0,-999.0,-999.0
52.492198944,2.1335000992,-999.0,-63.0,27.13010025
48.66450119,2.1582000256,-999.0,-63.87480164,26.375900269
51.859401703,2.1519999504,-999.0,-62.28129959,26.312299728
60.015598297,2.1408998966,-999.0,-61.375,28.001399994
62.059646606,2.1469500065,-999.0,-999.0,-999.0
64.10369873,2.1530001163,-999.0,-60.62490082,28.866399765
67.101600647,2.2277998924,-999.0,-59.3125,25.273099899
71.031303406,2.2730998993,-999.0,-59.3125,26.428199768
69.132850647,2.266949892,-999.0,-999.0,-999.0
67.234397888,2.2607998848,-999.0,-59.40629959,28.881799698
61.623199463,2.2235000134,-999.0,-59.28110123,31.606500626
58.835899353,2.1860001087,-999.0,-58.625,28.030399323
58.076148987,2.195707798,-999.0,-999.0,-999.0
57.316398621,2.2053999901,-999.0,-58.65629959,26.287799835
56.300899506,2.2186000347,-999.0,-58.625,28.843999863
53.429698944,2.2009999752,-999.0,-58.59379959,31.054700851
48.144500732,2.195499897,-999.0,-58.53129959,29.220600128
47.340000153,2.1981499195,-999.0,-999.0,-999.0
46.535499573,2.200799942,-999.0,-58.15620041,30.055400848
54.494098663,2.193500042,-999.0,-57.3125,29.861499786
55.828098297,2.2005000114,-999.0,-55.9375,29.010000229
62.710952759,2.2261500359,-999.0,-999.0,-999.0
69.593803406,2.2518000603,-999.0,-55.03129959,27.462799072
78.174499512,2.3210000992,-999.0,-54.53150177,30.173400879
63.234401703,2.2950000763,-999.0,-56.03129959,33.743301392
59.947299957,2.2605724335,-999.0,-999.0,-999.0
56.660198212,2.2262001038,-999.0,-56.34379959,31.927499771
54.488800049,2.2111001015,-999.0,-56.46860123,29.836500168
55.238300323,2.2251000404,-999.0,-55.28129959,32.092300415
58.671901703,2.2425999641,-999.0,-54.59379959,32.554599762
63.753700256,2.2504000664,-999.0,-999.0,-999.0
68.835502625,2.2581999302,-999.0,-53.90610123,32.008201599
68.824203491,2.2562003136,-999.0,-52.4375,30.92650032
67.25,2.2681999207,-999.0,-51.875,31.625400543
74.675796509,2.2803997993,-999.0,-999.0,-999.0
82.101600647,2.2925999165,-999.0,-51.25,31.109600067
83.356300354,2.3517999649,-999.0,-51.12509918,33.234100342
65.441398621,2.2953000069,-999.0,-51.875,33.767700195
64.323745728,2.2632744312,-999.0,-999.0,-999.0
63.206100464,2.2313001156,-999.0,-50.8125,31.068399429
63.913700104,2.1881999969,-999.0,-49.12450027,29.735099792
72.6875,2.2514998913,-999.0,-44.53129959,29.487199783
85.203102112,2.3062000275,-999.0,-41.71879959,29.418899536
91.531051636,2.298500061,-999.0,-999.0,-999.0
97.85900116,2.2908000946,-999.0,-39.68730164,34.229198456
92.074203491,2.2739999294,-999.0,-37.8125,44.918800354
90.099601746,2.2971999645,-999.0,-37.59379959,46.624801636
90.842750549,2.3027501106,-999.0,-999.0,-999.0
91.585899353,2.3083000183,-999.0,-37.34379959,44.427501678
94.716598511,2.2969999313,-999.0,-37.68769836,40.48400116
83.773399353,2.3148999214,-999.0,-38.8125,36.608898163
80.642547607,2.3235068321,-999.0,-999.0,-999.0
77.511703491,2.3320999146,-999.0,-38.96879959,37.927200317
80.403198242,2.334100008,-999.0,-38.68740082,35.592998505
91.287101746,2.3203001022,-999.0,-37.96879959,34.316299438
92.859397888,2.3197999001,-999.0,-38.21879959,33.871498108
96.116394043,2.3105998039,-999.0,-999.0,-999.0
99.373397827,2.3013999462,-999.0,-38.09370041,31.503499985
96.859397888,2.336400032,-999.0,-37.4375,31.773399353
86.308601379,2.353399992,-999.0,-37.5625,31.210300446
85.027351379,2.3513998985,-999.0,-999.0,-999.0
83.746101379,2.3494000435,-999.0,-37.8125,29.672199249
86.110801697,2.3413999081,-999.0,-37.96870041,29.095399857
91.889602661,2.3203001022,-999.0,-37.96879959,27.081300735
92.101051331,2.3202500343,-999.0,-999.0,-999.0
92.3125,2.3201999664,-999.0,-38.09379959,26.403799057
87.578201294,2.3146998882,-999.0,-38.0,27.777099609
86.320350647,2.3234429359,-999.0,-999.0,-999.0
85.0625,2.3322000504,-999.0,-38.125,28.415500641
87.4375,2.3399000168,-999.0,-38.15629959,28.347799301
85.046897888,2.344399929,-999.0,-38.65629959,29.390699387
84.527297974,2.368999958,-999.0,-39.28129959,29.214500427
87.843803406,2.3652000427,-999.0,-39.75,27.932199478
84.085899353,2.3649001122,-999.0,-40.40629959,27.998399734
80.097702026,2.3536000252,-999.0,-41.15629959,26.873800278
81.515602112,2.3578999043,-999.0,-42.0625,25.668300629
