GR,RHOB,ILD,SP,NPHI,Predicted_Fluid,FLUIDTYPES
77.943199158,-999.0,9.8533000946,1.0052000284,-999.0,3.0,3.0
77.943199158,-999.0,9.8474998474,1.0069999695,-999.0,3.0,3.0
77.943199158,-999.0,9.8508996964,1.0089000463,-999.0,3.0,3.0
77.943199158,-999.0,9.8908996582,1.0106999874,-999.0,3.0,3.0
77.943199158,-999.0,9.9278001785,1.0125999451,-999.0,3.0,3.0
77.943199158,-999.0,9.9279003143,1.0144000053,-999.0,3.0,3.0
77.943199158,-999.0,9.92689991,1.016299963,-999.0,3.0,3.0
77.943199158,-999.0,9.9089002609,1.0181000233,-999.0,3.0,3.0
77.943199158,-999.0,9.8482999802,1.0684000254,-999.0,3.0,3.0
77.943199158,-999.0,9.8485002518,1.6203999519,-999.0,3.0,3.0
77.943199158,-999.0,9.8452997208,1.6223000288,-999.0,3.0,3.0
77.943199158,-999.0,9.8086996078,1.6241999865,-999.0,3.0,3.0
77.943199158,-999.0,9.8056001663,1.6260000467,-999.0,3.0,3.0
77.943199158,-999.0,9.7690000534,1.6279000044,-999.0,3.0,3.0
77.943199158,-999.0,9.7561998367,1.629799962,-999.0,3.0,3.0
77.943199158,-999.0,9.6016998291,1.6316000223,-999.0,3.0,3.0
77.943199158,-999.0,9.5099000931,1.5850000381,-999.0,3.0,3.0
77.943199158,-999.0,9.4357995987,1.0365999937,-999.0,3.0,3.0
77.943199158,-999.0,9.2883996964,1.0384999514,-999.0,3.0,3.0
77.943199158,-999.0,9.1379003525,1.0892000198,-999.0,3.0,3.0
77.943199158,-999.0,8.9582996368,1.6409000158,-999.0,3.0,3.0
77.943199158,-999.0,8.8057003021,1.6427999735,-999.0,3.0,3.0
77.943199158,-999.0,8.6579999924,1.6447000504,-999.0,3.0,3.0
77.943199158,-999.0,8.51060009,1.7082999945,-999.0,3.0,3.0
77.943199158,-999.0,8.3627996445,2.4470999241,-999.0,3.0,3.0
77.943199158,-999.0,8.2026996613,2.8963999748,-999.0,3.0,3.0
77.943199158,-999.0,7.904900074,3.5464999676,-999.0,3.0,3.0
77.943199158,-999.0,7.656899929,4.6800999641,-999.0,3.0,3.0
77.943199158,-999.0,7.2203998566,5.1093001366,-999.0,3.0,3.0
77.943199158,-999.0,6.7062001228,5.9152998924,-999.0,3.0,3.0
77.943199158,-999.0,6.3413000107,6.7400999069,-999.0,3.0,3.0
77.943199158,-999.0,6.0286998749,7.7961001396,-999.0,3.0,3.0
77.943199158,-999.0,5.7231001854,9.4983997345,-999.0,3.0,3.0
77.943199158,-999.0,5.5638999939,10.050499916,-999.0,3.0,3.0
77.943199158,-999.0,5.2361998558,10.150400162,-999.0,3.0,3.0
77.943199158,-999.0,5.0149998665,11.300999641,-999.0,3.0,3.0
77.943199158,-999.0,4.86439991,11.902600288,-999.0,3.0,3.0
77.943199158,-999.0,4.6863999367,12.551699638,-999.0,3.0,3.0
77.943199158,-999.0,4.559800148,13.677399635,-999.0,3.0,3.0
77.943199158,-999.0,4.3618001938,14.006799698,-999.0,3.0,3.0
77.943199158,-999.0,4.19080019,14.857299805,-999.0,3.0,3.0
77.943199158,-999.0,3.9063999653,14.859499931,-999.0,3.0,3.0
77.943199158,-999.0,3.969399929,14.910599709,-999.0,3.0,3.0
77.943199158,-999.0,3.8796999454,15.511500359,-999.0,3.0,3.0
77.943199158,-999.0,3.8134000301,16.187400818,-999.0,3.0,3.0
77.943199158,-999.0,3.7853000164,17.65929985,-999.0,3.0,3.0
77.943199158,-999.0,3.86439991,18.513799667,-999.0,3.0,3.0
77.943199158,-999.0,3.7406001091,19.066699982,-999.0,3.0,3.0
77.943199158,-999.0,3.7774000168,19.020500183,-999.0,3.0,3.0
77.943199158,-999.0,3.7741999626,18.521099091,-999.0,3.0,3.0
77.943199158,-999.0,3.7374999523,19.12210083,-999.0,3.0,3.0
77.943199158,-999.0,3.7327001095,19.724000931,-999.0,3.0,3.0
77.943199158,-999.0,3.6710000038,20.340200424,-999.0,3.0,3.0
77.943199158,-999.0,3.5745999813,21.097999573,-999.0,3.0,3.0
77.943199158,-999.0,3.4063000679,21.479799271,-999.0,3.0,3.0
77.943199158,-999.0,3.2866001129,21.531099319,-999.0,3.0,3.0
77.943199158,-999.0,3.4147000313,22.08370018,-999.0,3.0,3.0
77.943199158,-999.0,3.3691999912,22.088300705,-999.0,3.0,3.0
77.943199158,-999.0,3.2650001049,22.162599564,-999.0,3.0,3.0
77.943199158,-999.0,3.2181999683,22.690200806,-999.0,3.0,3.0
77.943199158,-999.0,3.2181999683,22.692499161,-999.0,3.0,3.0
77.943199158,-999.0,3.2149999142,22.694900513,-999.0,3.0,3.0
77.943199158,-999.0,3.1751000881,22.697299957,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.1352000237,22.663499832,-999.0,3.0,3.0
77.943199158,-999.0,3.098400116,22.34059906,-999.0,3.0,3.0
77.943199158,-999.0,3.0919001102,23.1583004,-999.0,3.0,3.0
77.943199158,-999.0,3.0236999989,21.654899597,-999.0,3.0,3.0
77.943199158,-999.0,3.0985999107,23.308599472,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.0985999107,23.313400269,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.1006000042,23.318199158,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.1187999249,22.723499298,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.1254000664,22.728200912,-999.0,3.0,3.0
77.943199158,-999.0,3.2053000927,22.730600357,-999.0,3.0,3.0
77.943199158,-999.0,3.2788999081,22.732999802,-999.0,3.0,3.0
77.943199158,-999.0,3.2871000767,22.767700195,-999.0,3.0,3.0
77.943199158,-999.0,3.3787999153,23.10490036,-999.0,3.0,3.0
77.943199158,-999.0,3.3654999733,22.740200043,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.6119999886,23.344600677,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,3.9489998817,23.251300812,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,4.6890997887,23.190099716,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,6.4422001839,23.860700607,-999.0,3.0,3.0
77.943199158,-999.0,7.5295000076,22.712099075,-999.0,3.0,3.0
77.943199158,-999.0,8.5949001312,22.164199829,-999.0,3.0,3.0
77.943199158,-999.0,9.4081001282,22.215999603,-999.0,3.0,3.0
77.943199158,-999.0,9.9392995834,22.827400208,-999.0,3.0,3.0
77.943199158,-999.0,10.756999969,23.577199936,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,11.985300064,25.873399734,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,12.918000221,27.677900314,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.787899971,29.43350029,-999.0,3.0,3.0
77.943199158,-999.0,14.004300117,30.036399841,-999.0,3.0,3.0
77.943199158,-999.0,14.120200157,30.638500214,-999.0,3.0,3.0
77.943199158,-999.0,14.326000214,31.191900253,-999.0,3.0,3.0
77.943199158,-999.0,14.406200409,31.194499969,-999.0,3.0,3.0
77.943199158,-999.0,14.493000031,31.246599197,-999.0,3.0,3.0
77.943199158,-999.0,14.652799606,31.848400116,-999.0,3.0,3.0
77.943199158,-999.0,14.806500435,32.446201324,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.045800209,33.039699554,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.03880024,33.584098816,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,14.971300125,33.626701355,-999.0,3.0,3.0
77.943199158,-999.0,15.118000031,34.201599121,-999.0,3.0,3.0
77.943199158,-999.0,15.117799759,34.522800446,-999.0,3.0,3.0
77.943199158,-999.0,15.117500305,34.768001556,-999.0,3.0,3.0
77.943199158,-999.0,15.122900009,34.764801025,-999.0,3.0,3.0
77.943199158,-999.0,15.186200142,34.811000824,-999.0,3.0,3.0
77.943199158,-999.0,15.196800232,35.407398224,-999.0,3.0,3.0
77.943199158,-999.0,15.203100204,35.955299377,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.362600327,35.998001099,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.512900352,36.591598511,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.644100189,37.136199951,-999.0,3.0,3.0
77.943199158,-999.0,15.594799995,37.13299942,-999.0,3.0,3.0
77.943199158,-999.0,15.594599724,37.080799103,-999.0,3.0,3.0
77.943199158,-999.0,15.582400322,36.526500702,-999.0,3.0,3.0
77.943199158,-999.0,15.454500198,36.523200989,-999.0,3.0,3.0
77.943199158,-999.0,15.54679966,36.520000458,-999.0,3.0,3.0
77.943199158,-999.0,15.880900383,36.520401001,-999.0,3.0,3.0
77.943199158,-999.0,15.513400078,36.602901459,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.506299973,36.507198334,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.352399826,36.535400391,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.267700195,37.616401672,-999.0,3.0,3.0
77.943199158,-999.0,15.217599869,37.091400146,-999.0,3.0,3.0
77.943199158,-999.0,15.184800148,37.038600922,-999.0,3.0,3.0
77.943199158,-999.0,15.111200333,36.507801056,-999.0,3.0,3.0
77.943199158,-999.0,15.111000061,36.789901733,-999.0,3.0,3.0
77.943199158,-999.0,15.110699654,37.028999329,-999.0,3.0,3.0
77.943199158,-999.0,15.110500336,36.425998688,-999.0,3.0,3.0
77.943199158,-999.0,15.116800308,35.871498108,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.189700127,35.264801025,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.189200401,35.258300781,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,15.182200432,35.251899719,-999.0,3.0,3.0
77.943199158,-999.0,15.102000237,35.248600006,-999.0,3.0,3.0
77.943199158,-999.0,15.021699905,35.195899963,-999.0,3.0,3.0
77.943199158,-999.0,14.94149971,34.641799927,-999.0,3.0,3.0
77.943199158,-999.0,14.861200333,34.589500427,-999.0,3.0,3.0
77.943199158,-999.0,14.774299622,34.034999847,-999.0,3.0,3.0
77.943199158,-999.0,14.618100166,33.989898682,-999.0,3.0,3.0
77.943199158,-999.0,14.504199982,33.509101868,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,14.201100349,33.421600342,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.804900169,32.71559906,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.168299675,30.957300186,-999.0,3.0,3.0
77.943199158,-999.0,13.098799706,30.354400635,-999.0,3.0,3.0
77.943199158,-999.0,13.018500328,29.753499985,-999.0,3.0,3.0
77.943199158,-999.0,12.938300133,29.195699692,-999.0,3.0,3.0
77.943199158,-999.0,12.845000267,29.143299103,-999.0,3.0,3.0
77.943199158,-999.0,12.617799759,28.489500046,-999.0,3.0,3.0
77.943199158,-999.0,12.537599564,27.520200729,-999.0,3.0,3.0
77.943199158,-999.0,12.457300186,28.856700897,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,12.282699585,26.724300385,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,11.896300316,26.117099762,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,11.742400169,25.559400558,-999.0,3.0,3.0
77.943199158,-999.0,11.742199898,25.586299896,-999.0,3.0,3.0
77.943199158,-999.0,11.741999626,25.940999985,-999.0,3.0,3.0
77.943199158,-999.0,11.741700172,26.149999619,-999.0,3.0,3.0
77.943199158,-999.0,11.748100281,26.146600723,-999.0,3.0,3.0
77.943199158,-999.0,11.827799797,26.143199921,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,11.877300262,27.500099182,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,11.993300438,26.730499268,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,12.309100151,27.38120079,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,12.545800209,28.519100189,-999.0,3.0,3.0
77.943199158,-999.0,12.619000435,28.565599442,-999.0,3.0,3.0
77.943199158,-999.0,12.62539959,29.11300087,-999.0,3.0,3.0
77.943199158,-999.0,12.711600304,29.109699249,-999.0,3.0,3.0
77.943199158,-999.0,12.868499756,29.155899048,-999.0,3.0,3.0
77.943199158,-999.0,12.990400314,29.753000259,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.184100151,30.898500443,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.345600128,30.889699936,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.569999695,30.284700394,-999.0,3.0,3.0
77.943199158,-999.0,13.489700317,30.286899567,-999.0,3.0,3.0
77.943199158,-999.0,13.426400185,30.339500427,-999.0,3.0,3.0
77.943199158,-999.0,13.543999672,30.274799347,-999.0,3.0,3.0
77.943199158,-999.0,13.57559967,30.271499634,-999.0,3.0,3.0
77.943199158,-999.0,13.568799973,30.268199921,-999.0,3.0,3.0
77.943199158,-999.0,13.508299828,30.215400696,-999.0,3.0,3.0
77.943199158,-999.0,13.654899597,29.611700058,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.554800034,30.362300873,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,13.247400284,29.046899796,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,12.91380024,29.040300369,-999.0,3.0,3.0
77.943199158,-999.0,12.680000305,29.037000656,-999.0,3.0,3.0
77.943199158,-999.0,12.500200272,28.984500885,-999.0,3.0,3.0
77.943199158,-999.0,12.115099907,28.42950058,-999.0,3.0,3.0
77.943199158,-999.0,11.89470005,28.327100754,-999.0,3.0,3.0
77.943199158,-999.0,11.622099876,27.172100067,-999.0,3.0,3.0
77.943199158,-999.0,11.307100296,26.541999817,-999.0,3.0,3.0
77.943199158,-999.0,11.00249958,25.679199219,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,10.318099976,24.20359993,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,9.9642000198,24.196800232,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,9.8107995987,24.190099716,-999.0,3.0,3.0
77.943199158,-999.0,9.7035999298,24.186700821,-999.0,3.0,3.0
77.943199158,-999.0,9.3647003174,24.134300232,-999.0,3.0,3.0
77.943199158,-999.0,8.8884000778,23.6291008,-999.0,3.0,3.0
77.943199158,-999.0,9.2080001831,24.296600342,-999.0,3.0,3.0
77.943199158,-999.0,9.0460996628,25.831800461,-999.0,3.0,3.0
77.943199158,-999.0,9.2018003464,28.162500381,-999.0,3.0,3.0
77.943199158,-999.0,9.6134004593,28.923900604,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,10.802499771,27.615200043,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,11.608300209,25.405099869,-999.0,3.0,3.0
77.943199158,-999.0,-999.0,-999.0,-999.0,3.0,3.0
77.943199158,-999.0,12.341099739,26.599899292,-999.0,3.0,3.0
77.943199158,-999.0,12.520199776,27.197999954,-999.0,3.0,3.0
77.943199158,-999.0,12.443499565,27.859800339,-999.0,3.0,3.0
77.943199158,-999.0,12.418399811,29.061199188,-999.0,3.0,3.0
77.943199158,-999.0,12.526100159,28.340000153,-999.0,3.0,3.0
77.943199158,-999.0,12.536399841,28.336700439,-999.0,3.0,3.0
77.943199158,-999.0,12.661399841,28.382900238,-999.0,3.0,3.0
77.943199158,-999.0,12.774200439,28.981199265,-999.0,3.0,3.0
77.943199158,-999.0,13.724900246,29.811000824,-999.0,3.0,3.0
77.943199158,-999.0,13.777000427,30.172899246,-999.0,3.0,3.0
77.943199158,-999.0,14.395700455,30.771099091,-999.0,3.0,3.0
77.943199158,-999.0,14.794699669,31.318798065,-999.0,3.0,3.0
77.943199158,-999.0,15.449999809,31.315502167,-999.0,3.0,3.0
77.943199158,-999.0,15.998700142,31.262199402,-999.0,3.0,3.0
77.943199158,-999.0,16.456899643,30.6583004,-999.0,3.0,3.0
77.943199158,-999.0,17.445699692,30.05340004,-999.0,3.0,3.0
77.943199158,-999.0,19.447599411,29.548700333,-999.0,3.0,3.0
77.943199158,-999.0,19.955699921,30.146900177,-999.0,3.0,3.0
77.943199158,-999.0,20.077199936,30.744300842,-999.0,3.0,3.0
77.943199158,-999.0,20.332099915,31.292602539,-999.0,3.0,3.0
77.943199158,-999.0,20.438800812,31.289300919,-999.0,3.0,3.0
77.943199158,-999.0,20.521600723,31.285997391,-999.0,3.0,3.0
77.943199158,-999.0,20.521400452,31.282701492,-999.0,3.0,3.0
77.943199158,-999.0,20.521099091,31.279399872,-999.0,3.0,3.0
77.943199158,-999.0,20.520900726,31.204099655,-999.0,3.0,3.0
77.943199158,-999.0,20.520599365,30.372600555,-999.0,3.0,3.0
77.943199158,-999.0,20.515899658,30.067199707,-999.0,3.0,3.0
77.943199158,-999.0,20.463600159,30.113500595,-999.0,3.0,3.0
77.943199158,-999.0,20.4375,30.804800034,-999.0,3.0,3.0
77.943199158,-999.0,20.406799316,32.382801056,-999.0,3.0,3.0
77.943199158,-999.0,20.359399796,32.508899689,-999.0,3.0,3.0
77.943199158,-999.0,20.625900269,33.007198334,-999.0,3.0,3.0
77.943199158,-999.0,23.856500626,32.452301025,-999.0,3.0,3.0
77.943199158,-999.0,26.788200378,32.367900848,-999.0,3.0,3.0
77.943199158,-999.0,26.863899231,31.444198608,-999.0,3.0,3.0
77.943199158,-999.0,27.842699051,31.239999771,-999.0,3.0,3.0
77.943199158,-999.0,29.247499466,31.236700058,-999.0,3.0,3.0
77.943199158,-999.0,30.17650032,31.283100128,-999.0,3.0,3.0
77.943199158,-999.0,32.375999451,31.83139801,-999.0,3.0,3.0
77.943199158,-999.0,32.241600037,31.877799988,-999.0,3.0,3.0
77.943199158,-999.0,31.168899536,32.420700073,-999.0,3.0,3.0
77.943199158,-999.0,35.276901245,32.362098694,-999.0,3.0,3.0
77.943199158,-999.0,32.699699402,32.41960144,-999.0,3.0,3.0
77.943199158,-999.0,36.429798126,32.366699219,-999.0,3.0,3.0
77.943199158,-999.0,37.161399841,31.811800003,-999.0,3.0,3.0
77.943199158,-999.0,37.224899292,31.808498383,-999.0,3.0,3.0
77.943199158,-999.0,37.956501007,31.755197525,-999.0,3.0,3.0
77.943199158,-999.0,38.134799957,31.150999069,-999.0,3.0,3.0
77.943199158,-999.0,39.961601257,30.694900513,-999.0,3.0,3.0
77.943199158,-999.0,37.949100494,31.745300293,-999.0,3.0,3.0
77.943199158,-999.0,37.918998718,31.14109993,-999.0,3.0,3.0
77.943199158,-999.0,37.893501282,30.686300278,-999.0,3.0,3.0
77.943199158,-999.0,40.707401276,31.587001801,-999.0,3.0,3.0
77.943199158,-999.0,36.806301117,29.540599823,-999.0,3.0,3.0
77.943199158,-999.0,33.466999054,31.328001022,-999.0,3.0,3.0
77.943199158,-999.0,36.801498413,31.17429924,-999.0,3.0,3.0
77.943199158,-999.0,33.066101074,31.171100616,-999.0,3.0,3.0
77.943199158,-999.0,32.263000488,31.167800903,-999.0,3.0,3.0
77.943199158,-999.0,31.461200714,31.164499283,-999.0,3.0,3.0
77.943199158,-999.0,30.599399567,31.16119957,-999.0,3.0,3.0
77.943199158,-999.0,29.199199677,31.157899857,-999.0,3.0,3.0
77.943199158,-999.0,29.014600754,31.154600143,-999.0,3.0,3.0
77.943199158,-999.0,28.984899521,31.15130043,-999.0,3.0,3.0
77.943199158,-999.0,27.522199631,31.148099899,-999.0,3.0,3.0
77.943199158,-999.0,27.312700272,31.144800186,-999.0,3.0,3.0
77.943199158,-999.0,24.977899551,31.191099167,-999.0,3.0,3.0
77.943199158,-999.0,23.507699966,31.739700317,-999.0,3.0,3.0
77.943199158,-999.0,23.447999954,31.751901627,-999.0,3.0,3.0
77.943199158,-999.0,22.730800629,31.954898834,-999.0,3.0,3.0
77.943199158,-999.0,21.803899765,32.281700134,-999.0,3.0,3.0
77.943199158,-999.0,21.031299591,31.726602554,-999.0,3.0,3.0
77.943199158,-999.0,20.295499802,31.723300934,-999.0,3.0,3.0
77.943199158,-999.0,20.293100357,31.719997406,-999.0,3.0,3.0
77.943199158,-999.0,20.290599823,31.757097244,-999.0,3.0,3.0
77.943199158,-999.0,20.285200119,32.212299347,-999.0,3.0,3.0
77.943199158,-999.0,20.193000793,32.311698914,-999.0,3.0,3.0
77.943199158,-999.0,19.569000244,32.3083992,-999.0,3.0,3.0
77.943199158,-999.0,19.542299271,32.305198669,-999.0,3.0,3.0
77.943199158,-999.0,20.15530014,32.25220108,-999.0,3.0,3.0
77.943199158,-999.0,19.540500641,31.697000504,-999.0,3.0,3.0
77.943199158,-999.0,20.249900818,31.644098282,-999.0,3.0,3.0
77.943199158,-999.0,20.271099091,31.138999939,-999.0,3.0,3.0
77.943199158,-999.0,20.268699646,31.687200546,-999.0,3.0,3.0
77.943199158,-999.0,20.266300201,31.683898926,-999.0,3.0,3.0
77.943199158,-999.0,20.263799667,31.680599213,-999.0,3.0,3.0
77.943199158,-999.0,20.261400223,31.727500916,-999.0,3.0,3.0
77.943199158,-999.0,20.258899689,32.254798889,-999.0,3.0,3.0
77.943199158,-999.0,20.256500244,31.989500046,-999.0,3.0,3.0
77.943199158,-999.0,20.2541008,31.617399216,-999.0,3.0,3.0
77.943199158,-999.0,20.251600266,31.062599182,-999.0,3.0,3.0
77.943199158,-999.0,20.249200821,31.059299469,-999.0,3.0,3.0
77.943199158,-999.0,20.313999176,31.055999756,-999.0,3.0,3.0
77.943199158,-999.0,20.98900032,31.002599716,-999.0,3.0,3.0
77.943199158,-999.0,20.366399765,30.494100571,-999.0,3.0,3.0
77.943199158,-999.0,20.38599968,30.999399185,-999.0,3.0,3.0
77.943199158,-999.0,22.033899307,31.042900085,-999.0,3.0,3.0
77.943199158,-999.0,22.457000732,31.039600372,-999.0,3.0,3.0
77.943199158,-999.0,22.632099152,31.086399078,-999.0,3.0,3.0
77.943199158,-999.0,22.619600296,31.634698868,-999.0,3.0,3.0
77.943199158,-999.0,22.451799393,31.629600525,-999.0,3.0,3.0
77.943199158,-999.0,21.834600449,31.588401794,-999.0,3.0,3.0
77.943199158,-999.0,21.763599396,31.358600616,-999.0,3.0,3.0
77.943199158,-999.0,21.107000351,31.070400238,-999.0,3.0,3.0
77.943199158,-999.0,20.950799942,31.668397903,-999.0,3.0,3.0
77.943199158,-999.0,20.215000153,32.267398834,-999.0,3.0,3.0
77.943199158,-999.0,20.27930069,32.765098572,-999.0,3.0,3.0
77.943199158,-999.0,21.0102005,32.159599304,-999.0,3.0,3.0
77.943199158,-999.0,20.993200302,31.605199814,-999.0,3.0,3.0
77.943199158,-999.0,20.802400589,31.601898193,-999.0,3.0,3.0
77.943199158,-999.0,20.468799591,31.598602295,-999.0,3.0,3.0
77.943199158,-999.0,20.200399399,31.595300674,-999.0,3.0,3.0
77.943199158,-999.0,20.197999954,31.44029808,-999.0,3.0,3.0
77.943199158,-999.0,20.19549942,29.7833004,-999.0,3.0,3.0
77.943199158,-999.0,20.193099976,29.982099533,-999.0,3.0,3.0
77.943199158,-999.0,20.190700531,32.180500031,-999.0,3.0,3.0
77.943199158,-999.0,20.188199997,32.180801392,-999.0,3.0,3.0
77.943199158,-999.0,20.185800552,32.177501678,-999.0,3.0,3.0
77.943199158,-999.0,20.183300018,32.123600006,-999.0,3.0,3.0
77.943199158,-999.0,20.127500534,31.569101334,-999.0,3.0,3.0
77.943199158,-999.0,19.531000137,31.616401672,-999.0,3.0,3.0
77.943199158,-999.0,19.457500458,32.164398193,-999.0,3.0,3.0
77.943199158,-999.0,19.458299637,32.211700439,-999.0,3.0,3.0
77.943199158,-999.0,19.474700928,32.809898376,-999.0,3.0,3.0
77.943199158,-999.0,19.536800385,33.358398438,-999.0,3.0,3.0
77.943199158,-999.0,19.536500931,33.355098724,-999.0,3.0,3.0
77.943199158,-999.0,19.539800644,33.351799011,-999.0,3.0,3.0
77.943199158,-999.0,19.581300735,33.34859848,-999.0,3.0,3.0
77.943199158,-999.0,19.622400284,33.345298767,-999.0,3.0,3.0
77.943199158,-999.0,19.69549942,33.341999054,-999.0,3.0,3.0
77.943199158,-999.0,19.695299149,33.338798523,-999.0,3.0,3.0
77.943199158,-999.0,19.693799973,33.386100769,-999.0,3.0,3.0
77.943199158,-999.0,19.671100616,33.951999664,-999.0,3.0,3.0
77.943199158,-999.0,19.565999985,34.176898956,-999.0,3.0,3.0
77.943199158,-999.0,19.533599854,34.528499603,-999.0,3.0,3.0
77.943199158,-999.0,19.520000458,34.576999664,-999.0,3.0,3.0
77.943199158,-999.0,19.447500229,35.125198364,-999.0,3.0,3.0
77.943199158,-999.0,19.320100784,35.172599792,-999.0,3.0,3.0
77.943199158,-999.0,19.223400116,35.72069931,-999.0,3.0,3.0
77.943199158,-999.0,19.175899506,35.717498779,-999.0,3.0,3.0
77.943199158,-999.0,19.132900238,35.714199066,-999.0,3.0,3.0
77.943199158,-999.0,19.139099121,35.761600494,-999.0,3.0,3.0
77.943199158,-999.0,19.209899902,36.36000061,-999.0,3.0,3.0
77.943199158,-999.0,19.218000412,36.908599854,-999.0,3.0,3.0
77.943199158,-999.0,19.298999786,36.905399323,-999.0,3.0,3.0
77.943199158,-999.0,19.509899139,36.851600647,-999.0,3.0,3.0
77.943199158,-999.0,19.743400574,36.246700287,-999.0,3.0,3.0
